risk_comfort,growth_preference,loss_tolerance,time_horizon,income_stability,total_score,risk_category
5,9.9,9.9,6.6,3,6.93,Aggressive
5,3.3,6.6,3.3,1,3.86,Conservative
1,6.6,9.9,3.3,1,4.4,Conservative
8,9.9,3.3,3.3,8,6.53,Moderate
7,3.3,6.6,6.6,6,5.93,Moderate
2,6.6,6.6,9.9,7,6.46,Moderate
2,9.9,9.9,3.3,5,6.06,Moderate
7,6.6,6.6,9.9,1,6.26,Moderate
1,9.9,3.3,9.9,1,5.06,Conservative
3,9.9,3.3,6.6,9,6.4,Moderate
3,9.9,3.3,6.6,10,6.6,Moderate
9,6.6,9.9,9.9,9,8.93,Aggressive
1,6.6,9.9,3.3,3,4.8,Conservative
5,9.9,3.3,6.6,10,7.0,Aggressive
5,6.6,6.6,6.6,2,5.4,Moderate
4,6.6,9.9,9.9,1,6.33,Moderate
8,3.3,9.9,6.6,1,5.8,Moderate
4,6.6,3.3,3.3,8,5.06,Conservative
6,9.9,6.6,9.9,1,6.73,Aggressive
6,9.9,6.6,9.9,9,8.33,Aggressive
2,3.3,3.3,9.9,2,4.13,Conservative
1,6.6,6.6,6.6,1,4.4,Conservative
4,9.9,9.9,3.3,7,6.86,Aggressive
10,9.9,6.6,3.3,3,6.6,Moderate
5,6.6,9.9,6.6,10,7.66,Aggressive
9,6.6,6.6,3.3,10,7.13,Aggressive
1,9.9,6.6,6.6,7,6.26,Moderate
1,6.6,9.9,6.6,5,5.86,Moderate
7,3.3,3.3,3.3,10,5.4,Moderate
1,3.3,9.9,6.6,1,4.4,Conservative
10,9.9,6.6,6.6,7,8.06,Aggressive
10,9.9,3.3,3.3,4,6.13,Moderate
6,3.3,3.3,6.6,3,4.46,Conservative
3,3.3,9.9,9.9,5,6.26,Moderate
10,3.3,3.3,6.6,5,5.66,Moderate
7,9.9,6.6,6.6,2,6.46,Moderate
3,3.3,9.9,9.9,2,5.66,Moderate
4,3.3,9.9,3.3,6,5.33,Conservative
1,6.6,9.9,3.3,9,6.0,Moderate
5,3.3,9.9,9.9,5,6.66,Moderate
6,6.6,6.6,6.6,2,5.6,Moderate
4,3.3,6.6,9.9,7,6.2,Moderate
2,9.9,3.3,9.9,7,6.46,Moderate
3,3.3,6.6,6.6,9,5.73,Moderate
10,6.6,6.6,6.6,3,6.6,Moderate
4,9.9,9.9,6.6,3,6.73,Aggressive
3,9.9,9.9,3.3,9,7.06,Aggressive
4,6.6,3.3,9.9,7,6.2,Moderate
8,3.3,6.6,9.9,9,7.4,Aggressive
7,6.6,3.3,3.3,10,6.06,Moderate
4,3.3,6.6,6.6,9,5.93,Moderate
2,6.6,6.6,9.9,8,6.66,Moderate
4,6.6,3.3,9.9,4,5.6,Moderate
1,6.6,3.3,3.3,1,3.06,Conservative
4,6.6,9.9,6.6,7,6.86,Aggressive
1,9.9,3.3,6.6,6,5.4,Moderate
3,9.9,9.9,3.3,5,6.26,Moderate
5,9.9,9.9,6.6,5,7.33,Aggressive
5,9.9,3.3,6.6,10,7.0,Aggressive
5,9.9,9.9,6.6,6,7.53,Aggressive
4,3.3,3.3,9.9,6,5.33,Conservative
2,3.3,3.3,6.6,4,3.86,Conservative
2,6.6,9.9,3.3,8,6.0,Moderate
6,3.3,9.9,6.6,7,6.6,Moderate
3,6.6,9.9,6.6,8,6.86,Aggressive
1,3.3,3.3,3.3,8,3.8,Conservative
7,9.9,3.3,6.6,3,6.0,Moderate
10,3.3,6.6,9.9,9,7.8,Aggressive
2,9.9,6.6,3.3,5,5.4,Moderate
10,9.9,6.6,9.9,4,8.13,Aggressive
6,6.6,3.3,6.6,3,5.13,Conservative
8,6.6,6.6,9.9,1,6.46,Moderate
2,6.6,9.9,3.3,9,6.2,Moderate
8,3.3,6.6,9.9,7,7.0,Aggressive
10,9.9,9.9,3.3,8,8.26,Aggressive
9,6.6,3.3,9.9,4,6.6,Moderate
1,3.3,3.3,9.9,9,5.33,Conservative
3,3.3,9.9,9.9,7,6.66,Moderate
1,9.9,3.3,6.6,1,4.4,Conservative
5,9.9,6.6,6.6,8,7.26,Aggressive
7,6.6,6.6,6.6,7,6.8,Aggressive
9,9.9,9.9,6.6,7,8.53,Aggressive
6,3.3,6.6,9.9,2,5.6,Moderate
3,9.9,3.3,6.6,5,5.6,Moderate
7,9.9,6.6,9.9,9,8.53,Aggressive
6,6.6,6.6,9.9,8,7.46,Aggressive
1,9.9,3.3,3.3,5,4.53,Conservative
4,9.9,3.3,9.9,8,7.06,Aggressive
10,6.6,9.9,6.6,1,6.86,Aggressive
10,6.6,9.9,3.3,10,8.0,Aggressive
5,6.6,6.6,9.9,4,6.46,Moderate
4,6.6,6.6,3.3,3,4.73,Conservative
1,9.9,3.3,9.9,1,5.06,Conservative
10,6.6,3.3,6.6,8,6.93,Aggressive
9,3.3,6.6,3.3,8,6.06,Moderate
1,9.9,6.6,3.3,4,5.0,Conservative
3,6.6,9.9,9.9,4,6.73,Aggressive
9,3.3,6.6,6.6,10,7.13,Aggressive
4,6.6,9.9,3.3,4,5.6,Moderate
9,9.9,3.3,3.3,10,7.13,Aggressive
4,9.9,3.3,9.9,4,6.26,Moderate
3,3.3,3.3,3.3,6,3.8,Conservative
9,3.3,6.6,3.3,1,4.66,Conservative
1,9.9,3.3,3.3,2,3.93,Conservative
2,3.3,3.3,3.3,10,4.4,Conservative
4,9.9,6.6,6.6,3,6.06,Moderate
8,9.9,6.6,9.9,10,8.93,Aggressive
7,3.3,6.6,6.6,7,6.13,Moderate
6,6.6,3.3,6.6,7,5.93,Moderate
4,3.3,6.6,9.9,7,6.2,Moderate
6,3.3,9.9,3.3,4,5.33,Conservative
10,6.6,6.6,3.3,2,5.73,Moderate
3,6.6,3.3,9.9,2,5.0,Conservative
3,6.6,6.6,6.6,9,6.4,Moderate
10,6.6,3.3,9.9,5,7.0,Aggressive
8,6.6,9.9,6.6,5,7.26,Aggressive
4,3.3,6.6,9.9,3,5.4,Moderate
7,9.9,9.9,9.9,5,8.39,Aggressive
10,3.3,3.3,3.3,10,6.0,Moderate
5,3.3,9.9,6.6,10,7.0,Aggressive
10,6.6,9.9,9.9,3,7.93,Aggressive
9,9.9,6.6,6.6,7,7.86,Aggressive
10,6.6,9.9,6.6,9,8.46,Aggressive
8,3.3,9.9,6.6,3,6.2,Moderate
4,6.6,3.3,3.3,10,5.46,Moderate
6,3.3,3.3,6.6,1,4.06,Conservative
1,9.9,3.3,6.6,7,5.6,Moderate
5,3.3,3.3,9.9,8,5.93,Moderate
7,6.6,6.6,3.3,10,6.73,Aggressive
3,6.6,9.9,9.9,1,6.13,Moderate
6,9.9,3.3,3.3,4,5.33,Conservative
6,3.3,3.3,6.6,5,4.86,Conservative
5,3.3,9.9,6.6,1,5.2,Conservative
1,6.6,3.3,3.3,6,4.06,Conservative
3,9.9,9.9,9.9,9,8.39,Aggressive
10,6.6,9.9,6.6,8,8.26,Aggressive
4,3.3,9.9,9.9,8,7.06,Aggressive
2,3.3,9.9,3.3,10,5.73,Moderate
1,6.6,3.3,9.9,5,5.2,Conservative
10,9.9,3.3,6.6,3,6.6,Moderate
3,6.6,9.9,3.3,4,5.4,Moderate
6,3.3,9.9,6.6,4,6.0,Moderate
8,6.6,9.9,9.9,5,7.93,Aggressive
3,3.3,6.6,6.6,4,4.73,Conservative
7,6.6,3.3,3.3,1,4.26,Conservative
6,3.3,9.9,9.9,6,7.06,Aggressive
9,6.6,6.6,3.3,7,6.53,Moderate
4,9.9,3.3,9.9,3,6.06,Moderate
8,6.6,6.6,9.9,9,8.06,Aggressive
3,6.6,6.6,3.3,3,4.53,Conservative
8,3.3,9.9,6.6,1,5.8,Moderate
4,6.6,6.6,6.6,4,5.6,Moderate
10,9.9,9.9,3.3,7,8.06,Aggressive
8,3.3,9.9,6.6,4,6.4,Moderate
3,9.9,6.6,3.3,5,5.6,Moderate
7,6.6,6.6,6.6,5,6.4,Moderate
5,9.9,6.6,3.3,1,5.2,Conservative
4,6.6,6.6,6.6,5,5.8,Moderate
1,9.9,3.3,6.6,3,4.8,Conservative
2,3.3,3.3,3.3,10,4.4,Conservative
2,3.3,6.6,6.6,6,4.93,Conservative
5,9.9,3.3,3.3,4,5.13,Conservative
5,6.6,3.3,6.6,6,5.53,Moderate
10,3.3,6.6,9.9,5,7.0,Aggressive
10,3.3,6.6,6.6,5,6.33,Moderate
10,9.9,3.3,6.6,9,7.8,Aggressive
5,6.6,3.3,3.3,4,4.46,Conservative
10,9.9,3.3,6.6,5,7.0,Aggressive
1,6.6,6.6,3.3,1,3.73,Conservative
5,9.9,9.9,9.9,9,8.79,Aggressive
2,9.9,6.6,3.3,9,6.2,Moderate
1,3.3,6.6,9.9,9,6.0,Moderate
3,3.3,6.6,3.3,7,4.66,Conservative
10,9.9,6.6,6.6,7,8.06,Aggressive
6,9.9,9.9,3.3,10,7.86,Aggressive
3,9.9,9.9,9.9,3,7.19,Aggressive
6,6.6,6.6,3.3,6,5.73,Moderate
5,9.9,9.9,3.3,7,7.06,Aggressive
5,9.9,6.6,6.6,1,5.86,Moderate
9,6.6,6.6,9.9,9,8.26,Aggressive
1,9.9,9.9,3.3,9,6.66,Moderate
4,9.9,6.6,3.3,5,5.8,Moderate
3,9.9,3.3,3.3,5,4.93,Conservative
4,3.3,9.9,9.9,8,7.06,Aggressive
4,6.6,9.9,9.9,8,7.73,Aggressive
9,3.3,6.6,6.6,5,6.13,Moderate
4,9.9,9.9,3.3,8,7.06,Aggressive
4,3.3,3.3,9.9,4,4.93,Conservative
6,3.3,9.9,6.6,8,6.8,Aggressive
1,3.3,9.9,6.6,7,5.6,Moderate
8,3.3,6.6,6.6,10,6.93,Aggressive
6,6.6,6.6,9.9,6,7.06,Aggressive
3,6.6,3.3,9.9,4,5.4,Moderate
5,3.3,6.6,9.9,7,6.4,Moderate
2,9.9,3.3,6.6,10,6.4,Moderate
4,3.3,9.9,6.6,1,5.0,Conservative
9,6.6,9.9,9.9,9,8.93,Aggressive
10,3.3,9.9,3.3,1,5.53,Moderate
5,3.3,9.9,6.6,8,6.6,Moderate
1,9.9,9.9,6.6,1,5.73,Moderate
7,3.3,3.3,9.9,1,4.93,Conservative
3,6.6,9.9,9.9,7,7.33,Aggressive
6,3.3,3.3,3.3,7,4.6,Conservative
7,6.6,6.6,6.6,8,7.0,Aggressive
3,9.9,9.9,6.6,5,6.93,Aggressive
7,3.3,9.9,3.3,3,5.33,Conservative
3,3.3,3.3,9.9,1,4.13,Conservative
1,6.6,9.9,3.3,1,4.4,Conservative
2,6.6,3.3,9.9,3,5.0,Conservative
9,3.3,3.3,9.9,2,5.53,Moderate
8,9.9,9.9,9.9,9,9.39,Aggressive
5,3.3,6.6,9.9,10,7.0,Aggressive
5,6.6,3.3,9.9,3,5.6,Moderate
9,3.3,6.6,9.9,7,7.2,Aggressive
9,3.3,6.6,6.6,7,6.53,Moderate
5,9.9,6.6,6.6,10,7.66,Aggressive
1,9.9,6.6,9.9,3,6.13,Moderate
9,9.9,3.3,6.6,7,7.2,Aggressive
3,9.9,9.9,9.9,1,6.79,Aggressive
6,9.9,9.9,3.3,5,6.86,Aggressive
1,6.6,9.9,9.9,8,7.13,Aggressive
7,9.9,6.6,9.9,5,7.73,Aggressive
6,9.9,6.6,9.9,4,7.33,Aggressive
2,3.3,9.9,9.9,3,5.66,Moderate
10,3.3,3.3,9.9,10,7.33,Aggressive
1,3.3,6.6,6.6,4,4.33,Conservative
3,3.3,3.3,6.6,3,3.86,Conservative
1,6.6,3.3,3.3,3,3.46,Conservative
6,9.9,3.3,9.9,10,7.86,Aggressive
1,3.3,3.3,6.6,8,4.46,Conservative
7,9.9,3.3,6.6,10,7.4,Aggressive
9,6.6,9.9,6.6,3,7.06,Aggressive
4,6.6,3.3,9.9,3,5.4,Moderate
4,9.9,6.6,9.9,6,7.33,Aggressive
5,3.3,6.6,3.3,10,5.66,Moderate
2,6.6,6.6,9.9,1,5.26,Conservative
10,9.9,3.3,9.9,5,7.66,Aggressive
3,6.6,6.6,3.3,7,5.33,Conservative
10,3.3,9.9,9.9,6,7.86,Aggressive
3,6.6,9.9,9.9,8,7.53,Aggressive
5,6.6,9.9,6.6,3,6.26,Moderate
6,6.6,6.6,9.9,1,6.06,Moderate
8,6.6,3.3,9.9,6,6.8,Aggressive
7,9.9,9.9,3.3,7,7.46,Aggressive
2,9.9,6.6,9.9,4,6.53,Moderate
5,6.6,9.9,3.3,2,5.4,Moderate
3,9.9,6.6,3.3,7,6.0,Moderate
6,6.6,9.9,6.6,1,6.06,Moderate
2,3.3,9.9,9.9,10,7.06,Aggressive
2,6.6,9.9,3.3,5,5.4,Moderate
4,3.3,9.9,3.3,1,4.33,Conservative
7,6.6,6.6,3.3,1,4.93,Conservative
6,6.6,9.9,6.6,1,6.06,Moderate
1,6.6,6.6,3.3,8,5.13,Conservative
6,3.3,9.9,9.9,9,7.66,Aggressive
5,9.9,3.3,9.9,9,7.46,Aggressive
9,3.3,6.6,3.3,3,5.06,Conservative
6,3.3,9.9,6.6,8,6.8,Aggressive
3,9.9,3.3,9.9,5,6.26,Moderate
3,3.3,9.9,6.6,10,6.6,Moderate
7,6.6,6.6,9.9,2,6.46,Moderate
8,3.3,6.6,6.6,3,5.53,Moderate
1,3.3,6.6,9.9,7,5.6,Moderate
8,6.6,6.6,3.3,7,6.33,Moderate
3,3.3,3.3,6.6,6,4.46,Conservative
1,6.6,6.6,3.3,4,4.33,Conservative
2,3.3,6.6,3.3,3,3.66,Conservative
5,9.9,3.3,6.6,6,6.2,Moderate
2,3.3,9.9,6.6,6,5.6,Moderate
7,9.9,3.3,9.9,8,7.66,Aggressive
10,6.6,6.6,3.3,4,6.13,Moderate
8,3.3,9.9,9.9,2,6.66,Moderate
10,6.6,9.9,3.3,5,7.0,Aggressive
8,9.9,9.9,3.3,2,6.66,Moderate
2,9.9,9.9,3.3,8,6.66,Moderate
10,9.9,6.6,6.6,5,7.66,Aggressive
8,9.9,3.3,9.9,1,6.46,Moderate
1,9.9,3.3,9.9,9,6.66,Moderate
8,6.6,9.9,6.6,1,6.46,Moderate
2,6.6,6.6,9.9,3,5.66,Moderate
6,3.3,6.6,9.9,2,5.6,Moderate
6,9.9,3.3,6.6,3,5.8,Moderate
3,3.3,6.6,6.6,9,5.73,Moderate
4,6.6,3.3,9.9,6,6.0,Moderate
5,3.3,6.6,9.9,6,6.2,Moderate
3,3.3,6.6,9.9,2,5.0,Conservative
6,3.3,3.3,6.6,4,4.66,Conservative
2,3.3,9.9,6.6,3,5.0,Conservative
4,3.3,9.9,3.3,2,4.53,Conservative
10,9.9,6.6,9.9,10,9.33,Aggressive
5,3.3,9.9,6.6,2,5.4,Moderate
4,6.6,9.9,9.9,1,6.33,Moderate
5,6.6,3.3,6.6,7,5.73,Moderate
9,9.9,3.3,3.3,2,5.53,Moderate
5,9.9,9.9,9.9,7,8.39,Aggressive
10,9.9,9.9,3.3,10,8.66,Aggressive
4,9.9,6.6,6.6,3,6.06,Moderate
7,3.3,6.6,3.3,7,5.46,Moderate
1,9.9,6.6,3.3,1,4.4,Conservative
4,3.3,9.9,9.9,2,5.86,Moderate
9,9.9,6.6,6.6,1,6.66,Moderate
4,9.9,9.9,6.6,7,7.53,Aggressive
5,9.9,9.9,6.6,4,7.13,Aggressive
10,6.6,6.6,6.6,6,7.2,Aggressive
7,9.9,6.6,3.3,2,5.8,Moderate
3,9.9,9.9,6.6,3,6.53,Moderate
5,6.6,3.3,9.9,3,5.6,Moderate
9,9.9,9.9,3.3,10,8.46,Aggressive
9,3.3,3.3,6.6,1,4.66,Conservative
5,3.3,3.3,3.3,10,5.0,Conservative
3,3.3,3.3,6.6,2,3.66,Conservative
7,9.9,3.3,3.3,7,6.13,Moderate
2,9.9,6.6,3.3,2,4.8,Conservative
4,9.9,6.6,6.6,10,7.46,Aggressive
8,9.9,9.9,6.6,5,7.93,Aggressive
9,3.3,9.9,9.9,9,8.26,Aggressive
2,3.3,6.6,6.6,5,4.73,Conservative
10,6.6,6.6,3.3,3,5.93,Moderate
10,9.9,3.3,3.3,8,6.93,Aggressive
5,6.6,6.6,9.9,1,5.86,Moderate
1,3.3,9.9,9.9,10,6.86,Aggressive
6,3.3,3.3,3.3,10,5.2,Conservative
10,3.3,9.9,9.9,7,8.06,Aggressive
7,3.3,6.6,3.3,3,4.66,Conservative
4,3.3,3.3,3.3,4,3.6,Conservative
10,9.9,9.9,3.3,9,8.46,Aggressive
1,9.9,9.9,3.3,3,5.46,Moderate
10,3.3,6.6,3.3,6,5.86,Moderate
10,3.3,3.3,9.9,5,6.33,Moderate
1,3.3,9.9,6.6,8,5.8,Moderate
1,3.3,6.6,9.9,8,5.8,Moderate
5,6.6,6.6,9.9,8,7.26,Aggressive
2,3.3,6.6,9.9,9,6.2,Moderate
2,9.9,6.6,3.3,10,6.4,Moderate
6,6.6,6.6,3.3,4,5.33,Conservative
1,3.3,9.9,3.3,1,3.73,Conservative
2,3.3,9.9,9.9,7,6.46,Moderate
2,3.3,9.9,3.3,10,5.73,Moderate
5,3.3,3.3,6.6,7,5.06,Conservative
8,3.3,3.3,3.3,10,5.6,Moderate
2,9.9,6.6,3.3,3,5.0,Conservative
2,3.3,9.9,3.3,5,4.73,Conservative
9,9.9,9.9,3.3,5,7.46,Aggressive
1,6.6,9.9,3.3,4,5.0,Conservative
4,9.9,6.6,9.9,9,7.93,Aggressive
1,9.9,9.9,6.6,8,7.13,Aggressive
2,6.6,6.6,3.3,4,4.53,Conservative
7,6.6,9.9,6.6,3,6.66,Moderate
7,6.6,3.3,3.3,4,4.86,Conservative
7,9.9,6.6,3.3,4,6.2,Moderate
9,3.3,6.6,6.6,5,6.13,Moderate
8,9.9,9.9,9.9,3,8.19,Aggressive
10,3.3,3.3,3.3,6,5.2,Conservative
7,9.9,9.9,9.9,4,8.19,Aggressive
5,9.9,3.3,6.6,8,6.6,Moderate
5,3.3,6.6,9.9,1,5.2,Conservative
2,6.6,3.3,6.6,9,5.53,Moderate
7,3.3,9.9,6.6,9,7.2,Aggressive
3,9.9,9.9,3.3,6,6.46,Moderate
9,6.6,3.3,9.9,3,6.4,Moderate
7,3.3,6.6,6.6,9,6.53,Moderate
8,9.9,6.6,6.6,10,8.26,Aggressive
9,6.6,9.9,6.6,4,7.26,Aggressive
10,6.6,9.9,9.9,4,8.13,Aggressive
9,6.6,9.9,9.9,7,8.53,Aggressive
4,9.9,9.9,9.9,6,7.99,Aggressive
3,6.6,9.9,9.9,6,7.13,Aggressive
8,3.3,3.3,6.6,1,4.46,Conservative
10,6.6,9.9,6.6,9,8.46,Aggressive
2,3.3,3.3,9.9,10,5.73,Moderate
4,6.6,3.3,3.3,9,5.26,Conservative
9,9.9,9.9,3.3,4,7.26,Aggressive
9,6.6,9.9,6.6,3,7.06,Aggressive
9,9.9,3.3,3.3,6,6.33,Moderate
5,9.9,6.6,3.3,9,6.8,Aggressive
2,3.3,9.9,9.9,9,6.86,Aggressive
9,3.3,3.3,6.6,7,5.86,Moderate
9,9.9,3.3,6.6,10,7.8,Aggressive
1,3.3,6.6,9.9,7,5.6,Moderate
2,9.9,6.6,9.9,10,7.73,Aggressive
6,6.6,6.6,9.9,7,7.26,Aggressive
1,6.6,3.3,3.3,9,4.66,Conservative
10,6.6,3.3,3.3,5,5.66,Moderate
6,3.3,9.9,9.9,1,6.06,Moderate
3,3.3,3.3,9.9,1,4.13,Conservative
9,6.6,6.6,9.9,8,8.06,Aggressive
8,3.3,6.6,9.9,3,6.2,Moderate
3,3.3,3.3,6.6,8,4.86,Conservative
9,3.3,3.3,6.6,6,5.66,Moderate
9,9.9,3.3,3.3,3,5.73,Moderate
6,6.6,3.3,3.3,3,4.46,Conservative
6,3.3,9.9,3.3,4,5.33,Conservative
8,9.9,3.3,6.6,2,6.0,Moderate
10,9.9,6.6,3.3,2,6.4,Moderate
6,6.6,3.3,6.6,6,5.73,Moderate
1,6.6,3.3,9.9,9,6.0,Moderate
3,9.9,9.9,6.6,10,7.93,Aggressive
3,9.9,9.9,6.6,10,7.93,Aggressive
5,9.9,9.9,3.3,3,6.26,Moderate
10,9.9,3.3,3.3,7,6.73,Aggressive
5,9.9,3.3,6.6,8,6.6,Moderate
3,3.3,3.3,3.3,3,3.2,Conservative
8,3.3,3.3,3.3,1,3.8,Conservative
10,3.3,3.3,6.6,6,5.86,Moderate
4,6.6,3.3,3.3,6,4.66,Conservative
8,3.3,3.3,6.6,1,4.46,Conservative
3,3.3,3.3,3.3,6,3.8,Conservative
6,6.6,3.3,6.6,4,5.33,Conservative
7,9.9,9.9,3.3,8,7.66,Aggressive
6,6.6,9.9,3.3,2,5.6,Moderate
3,3.3,6.6,3.3,10,5.26,Conservative
6,6.6,9.9,3.3,6,6.4,Moderate
3,6.6,9.9,9.9,1,6.13,Moderate
1,3.3,6.6,3.3,4,3.66,Conservative
4,9.9,9.9,3.3,3,6.06,Moderate
4,9.9,3.3,6.6,2,5.2,Conservative
7,9.9,3.3,6.6,7,6.8,Aggressive
9,3.3,6.6,9.9,8,7.4,Aggressive
6,9.9,3.3,3.3,5,5.53,Moderate
7,9.9,6.6,3.3,5,6.4,Moderate
2,3.3,9.9,3.3,2,4.13,Conservative
9,9.9,3.3,9.9,5,7.46,Aggressive
3,3.3,3.3,3.3,10,4.6,Conservative
5,6.6,9.9,6.6,10,7.66,Aggressive
6,9.9,9.9,3.3,10,7.86,Aggressive
9,3.3,6.6,6.6,2,5.53,Moderate
6,9.9,9.9,9.9,10,9.19,Aggressive
7,3.3,6.6,9.9,3,6.0,Moderate
6,3.3,6.6,6.6,9,6.33,Moderate
4,9.9,3.3,9.9,9,7.26,Aggressive
2,9.9,6.6,6.6,2,5.46,Moderate
8,9.9,3.3,3.3,10,6.93,Aggressive
7,9.9,6.6,6.6,2,6.46,Moderate
8,6.6,9.9,9.9,2,7.33,Aggressive
2,3.3,6.6,3.3,8,4.66,Conservative
3,9.9,9.9,6.6,9,7.73,Aggressive
1,9.9,6.6,9.9,3,6.13,Moderate
3,3.3,3.3,6.6,3,3.86,Conservative
2,3.3,3.3,9.9,8,5.33,Conservative
8,6.6,6.6,9.9,3,6.86,Aggressive
4,9.9,3.3,6.6,8,6.4,Moderate
6,6.6,9.9,3.3,4,6.0,Moderate
3,6.6,3.3,3.3,6,4.46,Conservative
1,3.3,3.3,3.3,2,2.6,Conservative
1,3.3,3.3,3.3,8,3.8,Conservative
1,3.3,3.3,9.9,8,5.13,Conservative
3,3.3,9.9,6.6,10,6.6,Moderate
3,3.3,9.9,9.9,7,6.66,Moderate
3,6.6,9.9,3.3,10,6.6,Moderate
2,9.9,6.6,3.3,6,5.6,Moderate
5,9.9,3.3,9.9,9,7.46,Aggressive
3,6.6,3.3,6.6,1,4.13,Conservative
2,9.9,9.9,6.6,6,6.93,Aggressive
10,9.9,3.3,6.6,7,7.4,Aggressive
9,3.3,3.3,6.6,3,5.06,Conservative
1,6.6,3.3,3.3,9,4.66,Conservative
2,3.3,6.6,6.6,3,4.33,Conservative
7,9.9,9.9,3.3,7,7.46,Aggressive
8,9.9,9.9,9.9,7,8.99,Aggressive
4,9.9,3.3,9.9,4,6.26,Moderate
5,3.3,3.3,3.3,8,4.6,Conservative
6,9.9,3.3,9.9,4,6.66,Moderate
6,6.6,9.9,9.9,9,8.33,Aggressive
6,9.9,9.9,3.3,1,6.06,Moderate
2,3.3,6.6,6.6,9,5.53,Moderate
1,9.9,9.9,6.6,5,6.53,Moderate
10,9.9,6.6,3.3,9,7.8,Aggressive
9,3.3,9.9,3.3,5,6.13,Moderate
3,3.3,3.3,9.9,6,5.13,Conservative
9,9.9,9.9,6.6,9,8.93,Aggressive
3,9.9,6.6,9.9,9,7.73,Aggressive
9,6.6,3.3,6.6,10,7.13,Aggressive
1,9.9,6.6,9.9,3,6.13,Moderate
8,9.9,3.3,9.9,5,7.26,Aggressive
1,6.6,3.3,6.6,9,5.33,Conservative
7,6.6,3.3,9.9,10,7.4,Aggressive
6,3.3,3.3,6.6,1,4.06,Conservative
6,3.3,9.9,3.3,3,5.13,Conservative
10,3.3,9.9,9.9,3,7.26,Aggressive
8,9.9,9.9,3.3,10,8.26,Aggressive
9,3.3,3.3,9.9,4,5.93,Moderate
3,3.3,9.9,6.6,5,5.6,Moderate
1,3.3,3.3,6.6,4,3.66,Conservative
9,3.3,6.6,6.6,9,6.93,Aggressive
5,6.6,3.3,3.3,1,3.86,Conservative
5,9.9,3.3,9.9,1,5.86,Moderate
8,6.6,3.3,3.3,3,4.86,Conservative
3,6.6,3.3,3.3,3,3.86,Conservative
9,3.3,9.9,3.3,9,6.93,Aggressive
6,3.3,3.3,9.9,7,5.93,Moderate
4,3.3,6.6,9.9,7,6.2,Moderate
5,3.3,6.6,9.9,9,6.8,Aggressive
5,9.9,6.6,9.9,3,6.93,Aggressive
4,6.6,9.9,9.9,9,7.93,Aggressive
5,6.6,6.6,6.6,7,6.4,Moderate
2,3.3,3.3,9.9,2,4.13,Conservative
1,3.3,9.9,3.3,3,4.13,Conservative
9,3.3,6.6,6.6,7,6.53,Moderate
9,6.6,3.3,9.9,5,6.8,Aggressive
6,9.9,3.3,6.6,10,7.2,Aggressive
5,9.9,9.9,9.9,9,8.79,Aggressive
6,3.3,9.9,6.6,6,6.4,Moderate
